partner_id,country,city,vehicle_type,tenure_months,registration_date,trip_completion_rate,avg_customer_rating,consistency_score,cancellation_rate,total_trips,monthly_earnings_usd,earning_volatility,peak_hours_utilization,weekend_activity_ratio,feature_adoption_score,platform_activity_days_per_month,grabpay_usage_frequency,referral_count,traditional_credit_score,nova_score,risk_category,vehicle_loan_eligible,business_loan_eligible,max_loan_amount_usd,interest_rate_offered,last_30_days_trips,recent_rating_trend,recent_earnings_trend
GRB_007916,Indonesia,Bandung,Car,4.1,2025-04-27,0.946,4.31,0.823,0.104,895,1608.32,0.291,0.752,0.255,0.372,22.8,6.4,2,689.0,567,Medium,True,True,16083.23,15.8,135,0.08,-0.18
GRB_007917,Indonesia,Medan,Car,18.9,2024-02-08,0.995,4.72,1.0,0.127,4909,2012.63,0.09,0.5,0.741,0.782,21.6,3.0,4,,696,Low,True,True,30189.51,9.0,197,0.11,0.16
GRB_007921,Indonesia,Medan,Motorcycle,11.5,2024-09-16,0.841,4.08,0.754,0.087,2070,447.49,0.41,0.724,0.402,0.385,16.7,27.1,1,,496,High,False,False,2237.45,18.7,71,0.08,-0.05
GRB_007922,Indonesia,Bandung,Car,1.8,2025-07-06,0.799,4.05,0.645,0.055,316,645.96,0.4,0.674,0.22,0.496,15.0,17.0,0,,499,High,True,False,3229.79,23.1,68,-0.05,-0.08
GRB_007923,Indonesia,Medan,Motorcycle,2.9,2025-05-31,0.842,3.72,0.739,0.078,529,464.68,0.434,0.486,0.207,0.34,18.5,15.8,1,419.0,460,High,True,False,2323.42,22.7,78,0.05,-0.16
GRB_007924,Indonesia,Jakarta,Car,9.1,2024-11-27,0.883,4.33,0.81,0.139,1640,922.84,0.417,0.735,0.254,0.413,18.0,7.2,4,,518,Medium,True,True,9228.45,16.8,74,0.1,-0.1
GRB_007928,Indonesia,Bandung,Car,5.5,2025-03-17,0.831,4.03,0.614,0.019,982,1257.79,0.395,0.048,0.29,0.375,19.2,9.4,2,550.0,532,Medium,True,False,12577.89,16.0,78,-0.0,-0.04
GRB_007929,Indonesia,Jakarta,Car,15.5,2024-05-20,0.969,4.84,1.0,0.126,4023,2054.6,0.098,0.483,0.369,0.7,26.3,14.3,3,,670,Low,True,True,30819.01,9.6,209,0.06,-0.18
GRB_007930,Indonesia,Bandung,Car,13.2,2024-07-28,0.892,4.4,0.936,0.146,2904,1491.21,0.283,0.174,0.597,0.638,18.5,3.2,7,740.0,614,Medium,True,True,14912.08,13.3,136,0.02,-0.19
GRB_007931,Indonesia,Bandung,Both,20.8,2023-12-13,0.942,5.0,1.0,0.03,5402,2604.86,0.205,0.322,0.362,0.748,23.7,21.3,7,850.0,683,Low,True,True,39072.93,10.5,212,0.14,-0.03
GRB_007932,Indonesia,Medan,Motorcycle,8.9,2024-12-04,0.98,4.92,0.982,0.149,2307,1333.09,0.2,0.49,0.307,0.426,22.7,7.4,2,,616,Medium,True,True,13330.86,13.1,204,0.05,0.01
GRB_007934,Indonesia,Medan,Motorcycle,25.7,2023-07-19,0.959,4.5,0.971,0.107,5650,1151.17,0.304,0.617,0.429,0.574,22.4,0.9,11,462.0,633,Medium,True,False,11511.7,13.2,117,0.05,-0.03
GRB_007935,Indonesia,Medan,Motorcycle,7.8,2025-01-05,0.966,4.8,1.0,0.028,2035,1187.08,0.173,0.84,0.213,0.565,25.2,9.3,1,,618,Medium,True,True,11870.79,14.8,237,0.11,-0.04
GRB_007936,Indonesia,Jakarta,Motorcycle,19.0,2024-02-06,0.982,4.96,0.895,0.068,4930,1529.59,0.223,0.362,0.78,0.786,24.2,14.6,5,,636,Medium,True,True,15295.91,13.5,208,0.01,0.15
GRB_007938,Indonesia,Surabaya,Car,19.9,2024-01-07,0.907,4.55,0.81,0.071,4388,1627.8,0.28,0.364,0.554,0.593,19.9,8.4,2,,625,Medium,True,False,16277.95,17.0,137,-0.03,-0.1
GRB_007939,Indonesia,Jakarta,Both,2.5,2025-06-13,0.938,4.21,0.752,0.04,553,1535.57,0.209,0.333,0.373,0.409,23.5,6.5,0,,575,Medium,True,True,15355.65,16.4,139,-0.14,0.1
GRB_007941,Indonesia,Surabaya,Motorcycle,7.0,2025-01-29,0.878,4.18,0.741,0.122,1262,360.11,0.395,0.901,0.517,0.329,16.7,10.6,2,,519,Medium,True,True,3601.15,16.2,61,-0.05,0.09
GRB_007944,Indonesia,Surabaya,Car,4.7,2025-04-09,0.813,4.25,0.585,0.095,842,986.06,0.428,0.67,0.375,0.153,12.7,0.5,1,563.0,528,Medium,True,True,9860.58,15.3,88,-0.06,0.09
GRB_007945,Indonesia,Jakarta,Car,13.7,2024-07-13,1.021,4.89,1.0,0.15,3557,1549.01,0.095,0.469,0.621,0.562,26.8,7.8,7,,662,Low,True,True,23235.1,10.2,221,0.12,-0.21
GRB_007948,Indonesia,Surabaya,Motorcycle,12.3,2024-08-24,1.013,4.91,1.0,0.053,3192,831.05,0.212,0.667,0.889,0.524,22.8,1.3,4,714.0,618,Medium,True,True,8310.55,17.6,198,-0.07,-0.18
GRB_007949,Indonesia,Jakarta,Motorcycle,28.9,2023-04-12,1.001,4.72,0.969,0.029,7524,1366.79,0.137,0.581,0.239,0.719,26.5,21.2,8,,671,Low,True,True,20501.9,12.0,204,-0.14,0.13
GRB_007951,Indonesia,Jakarta,Motorcycle,7.2,2025-01-24,0.974,4.72,1.0,0.075,1865,1088.92,0.144,0.231,0.378,0.772,26.8,0.7,3,497.0,627,Medium,True,True,10889.2,13.9,207,0.11,0.26
GRB_007952,Indonesia,Medan,Motorcycle,1.8,2025-07-06,0.937,4.38,0.723,0.067,388,578.81,0.272,0.582,0.442,0.445,22.3,28.0,1,,530,Medium,True,False,5788.11,12.1,141,0.11,-0.03
GRB_007953,Indonesia,Bandung,Motorcycle,31.5,2023-01-27,0.999,4.86,1.0,0.063,8178,1932.38,0.122,0.37,0.641,0.563,30.0,11.4,7,591.0,711,Low,True,True,28985.74,12.0,208,-0.16,-0.14
GRB_007956,Indonesia,Surabaya,Car,38.7,2022-06-23,1.008,4.99,0.895,0.075,10063,2700.72,0.172,0.137,0.801,0.753,28.4,10.2,7,,727,Low,True,True,40510.83,8.8,190,-0.06,-0.17
GRB_007960,Indonesia,Surabaya,Motorcycle,34.4,2022-10-31,0.829,3.86,0.858,0.114,6192,567.69,0.458,0.449,0.411,0.487,17.5,3.8,10,534.0,529,Medium,True,False,5676.9,12.9,71,0.07,-0.0
GRB_007963,Indonesia,Surabaya,Motorcycle,8.0,2024-12-30,0.96,5.07,0.934,0.041,2089,1000.59,0.225,0.316,0.389,0.367,30.0,10.4,1,610.0,617,Medium,True,False,10005.9,15.6,197,-0.07,0.08
GRB_007964,Indonesia,Surabaya,Motorcycle,1.2,2025-07-22,0.839,4.01,0.823,0.041,217,458.31,0.446,0.054,0.787,0.254,19.6,0.1,1,,512,Medium,True,True,4583.14,12.0,62,0.01,-0.19
GRB_007965,Indonesia,Bandung,Car,7.4,2025-01-17,0.982,4.87,1.0,0.077,1930,1820.24,0.185,0.261,0.281,0.647,28.9,25.7,4,753.0,674,Low,True,True,27303.56,10.0,208,0.12,-0.21
GRB_007966,Indonesia,Surabaya,Motorcycle,16.4,2024-04-22,0.934,4.85,1.0,0.078,4268,864.27,0.065,0.719,0.281,0.555,30.0,5.3,4,555.0,664,Low,True,True,12964.03,8.9,193,-0.04,0.06
GRB_007968,Indonesia,Surabaya,Motorcycle,19.8,2024-01-13,0.97,4.88,0.942,0.116,5137,1145.64,0.178,0.646,0.257,0.651,26.0,1.2,10,424.0,661,Low,True,True,17184.57,9.2,172,-0.05,0.15
GRB_007969,Indonesia,Surabaya,Motorcycle,1.5,2025-07-14,0.876,4.15,0.604,0.059,268,374.59,0.342,0.625,0.627,0.313,21.1,18.3,1,,505,Medium,True,True,3745.93,14.1,49,0.07,-0.23
GRB_007970,Indonesia,Medan,Motorcycle,5.7,2025-03-08,0.917,4.67,0.826,0.033,1494,954.9,0.111,0.149,0.436,0.555,26.1,9.6,2,421.0,598,Medium,True,False,9549.0,12.7,218,0.02,-0.22
GRB_007973,Indonesia,Surabaya,Car,14.1,2024-06-30,0.939,4.7,1.0,0.127,3105,1179.99,0.356,0.448,0.03,0.359,19.8,4.8,5,,619,Medium,True,True,11799.86,14.9,140,-0.03,0.09
GRB_007974,Indonesia,Medan,Motorcycle,6.2,2025-02-24,0.966,4.29,0.875,0.069,1357,521.38,0.41,0.344,0.081,0.596,27.1,2.0,3,,554,Medium,True,False,5213.8,17.5,125,0.0,-0.17
GRB_007976,Indonesia,Medan,Car,15.6,2024-05-16,0.868,4.15,0.887,0.063,2813,1089.0,0.426,0.78,0.552,0.304,17.9,8.2,4,539.0,537,Medium,True,True,10889.97,13.8,67,-0.01,0.12
GRB_007978,Indonesia,Surabaya,Motorcycle,18.1,2024-03-02,0.965,4.84,1.0,0.062,4711,1126.27,0.156,0.303,0.426,0.537,27.6,15.4,6,738.0,643,Medium,True,True,11262.74,17.7,203,-0.07,0.12
GRB_007982,Indonesia,Jakarta,Car,32.1,2023-01-09,0.97,4.97,0.987,0.112,8335,2238.57,0.177,0.494,0.443,0.759,28.3,4.0,14,,689,Low,True,True,33578.55,11.1,180,-0.05,0.02
GRB_007983,Indonesia,Medan,Motorcycle,17.7,2024-03-13,0.929,4.83,0.958,0.08,4611,935.06,0.239,0.68,0.559,0.71,23.4,7.6,2,677.0,610,Medium,True,True,9350.62,18.0,211,0.07,0.07
GRB_007984,Indonesia,Medan,Car,14.1,2024-07-01,0.991,4.57,1.0,0.042,3659,2069.28,0.195,0.713,0.553,0.597,20.7,6.4,6,774.0,674,Low,True,True,31039.19,11.3,199,0.24,0.07
GRB_007985,Indonesia,Medan,Motorcycle,11.0,2024-10-01,0.975,4.85,1.0,0.149,2867,1238.27,0.05,0.151,0.474,0.567,27.3,1.7,2,,660,Low,True,True,18574.08,9.0,211,0.13,-0.04
GRB_007986,Indonesia,Medan,Both,12.9,2024-08-06,0.896,5.0,0.889,0.128,3349,1464.22,0.11,0.74,0.462,0.564,26.2,27.3,2,,666,Low,True,True,21963.37,10.3,214,0.08,0.08
GRB_007992,Indonesia,Medan,Motorcycle,18.0,2024-03-04,0.943,4.79,1.0,0.043,4691,1039.87,0.109,0.681,0.437,0.649,24.5,2.8,2,,654,Low,True,True,15598.1,8.7,233,-0.25,-0.05
GRB_007995,Indonesia,Surabaya,Motorcycle,7.8,2025-01-06,0.919,4.56,0.906,0.094,1711,712.33,0.315,0.259,0.856,0.307,21.1,5.2,3,,568,Medium,True,True,7123.3,13.3,117,-0.02,-0.02
GRB_007997,Indonesia,Medan,Motorcycle,34.3,2022-11-02,0.868,4.16,0.775,0.086,6175,632.07,0.414,0.66,0.923,0.5,22.5,6.4,8,690.0,545,Medium,True,True,6320.7,16.4,57,-0.04,0.0
GRB_007998,Indonesia,Jakarta,Motorcycle,2.1,2025-06-27,0.825,4.04,0.457,0.027,370,468.12,0.438,0.065,0.154,0.18,14.1,5.2,0,,447,High,True,False,2340.58,20.4,81,0.03,-0.14
GRB_007999,Indonesia,Medan,Car,12.0,2024-09-02,0.941,4.78,0.907,0.097,2637,934.13,0.375,0.602,0.57,0.565,17.4,4.8,2,,571,Medium,True,True,9341.31,16.1,123,-0.03,-0.29
GRB_008000,Indonesia,Jakarta,Motorcycle,6.8,2025-02-05,0.899,4.53,0.753,0.076,1495,682.95,0.305,0.337,0.394,0.466,21.4,8.5,1,457.0,553,Medium,True,True,6829.51,14.4,126,0.07,0.19
GRB_008001,Indonesia,Bandung,Motorcycle,10.2,2024-10-25,0.93,4.74,1.0,0.094,2661,842.13,0.134,0.806,0.244,0.488,26.3,10.8,2,,623,Medium,True,True,8421.29,13.4,223,-0.02,0.1
GRB_008002,Indonesia,Jakarta,Motorcycle,8.3,2024-12-21,0.829,3.88,0.743,0.0,1495,362.06,0.408,0.294,0.303,0.286,18.5,4.5,1,,485,High,True,False,1810.29,22.7,81,-0.01,-0.02
GRB_008006,Indonesia,Bandung,Motorcycle,4.6,2025-04-10,0.935,4.65,0.821,0.096,1021,753.93,0.231,0.772,0.71,0.456,20.0,8.6,2,514.0,543,Medium,True,True,7539.26,14.2,135,-0.01,0.01
GRB_008007,Indonesia,Surabaya,Car,2.4,2025-06-17,0.923,4.39,0.601,0.063,525,1364.53,0.239,0.673,0.841,0.404,21.8,25.6,0,,580,Medium,True,True,13645.34,17.0,109,0.18,-0.33
GRB_008008,Indonesia,Bandung,Motorcycle,6.7,2025-02-06,0.861,4.19,0.541,0.088,1212,375.78,0.359,0.799,0.826,0.337,19.3,19.2,2,,478,High,True,False,1878.92,19.3,69,0.14,-0.08
GRB_008009,Indonesia,Jakarta,Car,43.9,2022-01-18,0.962,4.8,1.0,0.148,11416,1982.94,0.103,0.348,0.523,0.934,23.4,9.5,13,580.0,730,Low,True,True,29744.08,10.4,211,0.08,0.02
GRB_008010,Indonesia,Surabaya,Car,6.2,2025-02-23,0.938,4.83,0.951,0.054,1607,2056.63,0.095,0.65,0.119,0.453,27.2,16.3,4,683.0,658,Low,True,True,30849.42,11.1,194,-0.0,0.07
GRB_008013,Indonesia,Surabaya,Motorcycle,6.1,2025-02-26,0.963,4.85,0.81,0.074,1585,834.09,0.139,0.824,0.394,0.546,27.6,0.9,0,,586,Medium,True,True,8340.86,13.9,191,-0.08,0.12
GRB_008014,Indonesia,Medan,Motorcycle,12.2,2024-08-25,0.886,4.59,0.685,0.094,2692,605.15,0.27,0.451,0.454,0.497,26.4,0.9,4,,590,Medium,True,True,6051.49,12.4,130,-0.13,0.1
GRB_008020,Indonesia,Bandung,Motorcycle,7.2,2025-01-24,0.989,4.77,0.961,0.065,1864,1020.61,0.137,0.864,0.728,0.664,27.8,17.8,4,,613,Medium,True,False,10206.08,17.5,193,0.08,0.29
GRB_008021,Indonesia,Medan,Both,5.2,2025-03-26,0.81,4.13,0.657,0.012,928,983.21,0.387,0.143,0.807,0.252,16.8,5.3,1,,528,Medium,True,True,9832.06,12.7,57,0.07,0.09
GRB_008022,Indonesia,Medan,Car,14.0,2024-07-03,0.943,4.73,0.843,0.095,3084,1332.44,0.288,0.934,0.555,0.512,22.9,1.3,7,721.0,611,Medium,True,True,13324.41,15.8,129,0.08,0.13
GRB_008024,Indonesia,Bandung,Motorcycle,2.6,2025-06-11,0.908,4.21,0.752,0.021,568,708.58,0.294,0.348,0.435,0.332,18.2,4.5,1,726.0,533,Medium,True,True,7085.77,13.9,136,-0.02,0.17
GRB_008025,Indonesia,Medan,Car,9.4,2024-11-19,1.016,4.97,0.943,0.078,2439,1017.45,0.12,0.326,0.328,0.611,20.8,19.0,3,,634,Medium,True,True,10174.52,12.2,202,0.06,0.04
GRB_008028,Indonesia,Medan,Motorcycle,5.6,2025-03-13,0.839,4.04,0.592,0.044,1006,344.75,0.333,0.953,0.689,0.29,17.8,0.9,3,591.0,483,High,True,False,1723.75,25.0,64,-0.01,-0.13
GRB_008031,Indonesia,Surabaya,Motorcycle,8.7,2024-12-08,0.929,4.59,0.897,0.083,1923,753.65,0.321,0.575,0.762,0.587,23.6,18.8,3,632.0,576,Medium,True,True,7536.51,13.1,129,-0.03,-0.07
GRB_008033,Indonesia,Surabaya,Car,5.1,2025-03-28,0.949,4.75,0.796,0.063,1120,1505.57,0.203,0.315,0.937,0.442,25.7,9.2,0,,612,Medium,True,True,15055.71,12.9,137,-0.09,0.19
GRB_008034,Indonesia,Bandung,Car,5.3,2025-03-23,0.98,4.62,0.592,0.092,1156,1007.13,0.183,0.898,0.934,0.436,24.9,7.4,0,,595,Medium,True,True,10071.3,14.8,134,-0.03,0.0
GRB_008035,Indonesia,Medan,Motorcycle,9.8,2024-11-06,0.995,4.89,1.0,0.064,2549,951.2,0.062,0.783,0.535,0.713,29.3,1.8,1,439.0,649,Medium,True,True,9511.98,16.3,178,0.11,0.23
GRB_008036,Indonesia,Bandung,Car,8.3,2024-12-22,0.776,3.96,0.753,0.133,1489,1148.65,0.471,0.263,0.611,0.581,17.4,8.2,2,,524,Medium,True,True,11486.54,14.5,64,-0.1,-0.02
GRB_008037,Indonesia,Surabaya,Motorcycle,6.6,2025-02-10,0.931,3.95,0.628,0.043,1194,481.75,0.365,0.711,0.918,0.348,17.7,10.8,0,,501,Medium,True,True,4817.54,16.8,62,0.0,-0.22
GRB_008041,Indonesia,Jakarta,Car,11.4,2024-09-21,0.985,4.89,1.0,0.015,2954,1788.25,0.144,0.758,0.686,0.651,26.9,6.0,6,,690,Low,True,True,26823.69,9.1,206,-0.14,0.03
GRB_008045,Indonesia,Jakarta,Motorcycle,6.2,2025-02-23,0.816,3.87,0.66,0.104,1111,525.13,0.349,0.511,0.151,0.44,13.5,2.7,0,564.0,488,High,True,False,2625.65,23.1,86,-0.14,-0.08
GRB_008047,Indonesia,Surabaya,Both,7.7,2025-01-07,0.947,4.44,0.987,0.13,2012,2420.71,0.156,0.65,0.497,0.515,24.3,2.3,3,753.0,652,Low,True,True,36310.66,11.0,213,0.04,0.17
GRB_008048,Indonesia,Medan,Motorcycle,15.6,2024-05-17,0.943,4.97,1.0,0.164,4053,968.75,0.179,0.891,0.231,0.509,23.0,2.3,6,,593,Medium,True,True,9687.55,12.2,182,-0.26,-0.01
GRB_008052,Indonesia,Surabaya,Motorcycle,7.2,2025-01-23,0.878,4.24,0.684,0.093,1299,480.7,0.503,0.046,0.104,0.461,21.7,22.8,1,,480,High,True,False,2403.49,18.9,66,-0.05,-0.08
GRB_008053,Indonesia,Bandung,Car,10.8,2024-10-08,1.028,4.93,0.894,0.076,2801,1387.95,0.16,0.666,0.174,0.485,22.5,16.8,4,,636,Medium,True,True,13879.53,14.6,186,0.07,-0.03
GRB_008054,Indonesia,Surabaya,Car,20.7,2023-12-15,0.96,4.86,1.0,0.089,5390,1415.41,0.149,0.815,0.308,0.712,26.3,2.1,4,,644,Medium,True,False,14154.06,13.2,196,0.12,0.1
GRB_008056,Indonesia,Jakarta,Motorcycle,4.8,2025-04-05,0.876,4.73,0.831,0.111,1062,544.01,0.329,0.438,0.798,0.457,18.2,7.8,3,647.0,543,Medium,True,False,5440.07,16.5,133,-0.06,-0.36
GRB_008057,Indonesia,Surabaya,Car,23.8,2023-09-14,0.985,4.84,1.0,0.115,6186,1462.33,0.087,0.446,0.465,0.796,27.5,9.8,5,,718,Low,True,True,21934.92,8.6,201,-0.08,-0.18
GRB_008062,Indonesia,Medan,Motorcycle,4.0,2025-04-28,0.89,4.08,0.719,0.054,728,480.53,0.36,0.441,0.336,0.423,17.4,0.9,3,,475,High,False,False,2402.65,20.2,59,-0.12,-0.23
GRB_008063,Indonesia,Medan,Motorcycle,15.2,2024-05-28,0.947,4.55,0.825,0.077,3351,1090.22,0.309,0.703,0.323,0.356,19.7,25.3,7,616.0,591,Medium,True,True,10902.25,17.0,139,0.04,0.22
GRB_008065,Indonesia,Jakarta,Motorcycle,3.8,2025-05-06,0.811,3.88,0.691,0.094,681,513.87,0.412,0.625,0.631,0.177,18.5,6.4,0,677.0,492,High,False,False,2569.35,18.4,70,0.07,0.07
GRB_008066,Indonesia,Medan,Motorcycle,8.8,2024-12-06,0.964,4.26,0.924,0.188,1938,675.72,0.23,0.752,0.665,0.501,21.9,15.8,1,,583,Medium,True,True,6757.17,12.9,140,0.03,0.19
GRB_008067,Indonesia,Surabaya,Motorcycle,2.4,2025-06-16,0.962,4.62,0.833,0.138,532,676.19,0.21,0.48,0.598,0.516,20.6,21.3,0,442.0,580,Medium,True,False,6761.94,12.4,160,-0.09,-0.1
GRB_008070,Indonesia,Medan,Motorcycle,10.9,2024-10-06,1.004,4.7,1.0,0.19,2823,1306.65,0.18,0.473,0.141,0.67,27.4,7.8,5,,664,Low,True,True,19599.69,9.7,200,-0.03,-0.08
GRB_008071,Indonesia,Medan,Motorcycle,13.5,2024-07-19,0.838,4.07,0.843,0.145,2427,547.11,0.451,0.74,0.678,0.308,22.1,8.1,4,567.0,509,Medium,True,False,5471.08,13.7,57,0.01,0.09
GRB_008079,Indonesia,Surabaya,Motorcycle,10.2,2024-10-25,0.903,4.55,0.783,0.058,2246,842.28,0.261,0.495,0.499,0.454,25.9,11.0,0,,549,Medium,True,True,8422.8,17.4,148,0.02,-0.17
GRB_008080,Indonesia,Bandung,Car,23.5,2023-09-22,0.926,4.59,0.913,0.123,5171,1721.12,0.267,0.192,0.811,0.449,24.3,2.1,2,,637,Medium,True,True,17211.17,13.1,130,-0.18,0.16
GRB_008081,Indonesia,Surabaya,Motorcycle,5.6,2025-03-12,0.888,4.17,0.566,0.049,1014,414.87,0.389,0.752,0.799,0.298,20.4,0.9,0,,506,Medium,True,True,4148.71,13.4,68,-0.13,0.05
GRB_008082,Indonesia,Medan,Both,11.6,2024-09-14,0.928,4.75,1.0,0.066,3010,864.25,0.206,0.219,0.325,0.654,26.9,9.0,4,620.0,614,Medium,True,True,8642.52,13.6,201,0.05,-0.27
GRB_008083,Indonesia,Jakarta,Motorcycle,18.0,2024-03-07,0.935,4.41,0.908,0.073,3951,877.17,0.308,0.706,0.778,0.541,22.2,15.7,6,,580,Medium,True,False,8771.72,16.1,148,0.03,0.0
GRB_008088,Indonesia,Medan,Both,6.8,2025-02-05,0.982,4.89,1.0,0.034,1764,2580.77,0.215,0.182,0.581,0.585,27.9,20.0,1,766.0,660,Low,True,True,38711.54,8.9,221,0.04,-0.17
GRB_008089,Indonesia,Jakarta,Motorcycle,20.5,2023-12-22,0.982,4.56,0.99,0.06,5330,723.53,0.091,0.631,0.095,0.474,26.9,5.0,5,571.0,619,Medium,True,True,7235.28,14.3,203,0.02,-0.02
GRB_008091,Indonesia,Jakarta,Motorcycle,13.0,2024-08-03,0.98,4.86,1.0,0.027,3374,1014.59,0.261,0.481,0.431,0.576,25.6,4.8,6,447.0,589,Medium,True,False,10145.86,16.0,193,0.04,0.16
GRB_008092,Indonesia,Surabaya,Car,1.0,2025-07-29,0.891,4.0,0.554,0.0,179,852.22,0.361,0.77,0.922,0.363,21.7,20.5,0,,512,Medium,True,True,8522.2,16.7,73,0.15,-0.06
GRB_008094,Indonesia,Bandung,Motorcycle,11.4,2024-09-18,1.0,4.8,0.977,0.125,2975,1401.73,0.112,0.796,0.469,0.641,28.9,23.4,6,,648,Medium,True,True,14017.32,15.8,182,0.09,-0.11
GRB_008096,Indonesia,Jakarta,Motorcycle,2.2,2025-06-22,0.889,4.1,0.577,0.035,397,394.63,0.43,0.719,0.204,0.24,19.8,4.9,2,,473,High,False,False,1973.13,19.5,69,-0.11,-0.02
GRB_008098,Indonesia,Jakarta,Motorcycle,7.4,2025-01-17,0.915,4.65,0.835,0.116,1634,808.18,0.237,0.808,0.524,0.375,21.7,2.1,1,,543,Medium,True,True,8081.81,16.3,120,0.01,-0.11
GRB_008099,Indonesia,Surabaya,Motorcycle,8.5,2024-12-16,0.938,4.6,0.92,0.067,1864,928.67,0.173,0.586,0.731,0.531,24.1,14.8,6,753.0,636,Medium,True,False,9286.69,15.4,142,-0.07,0.15
GRB_008100,Indonesia,Jakarta,Motorcycle,2.3,2025-06-19,0.929,4.69,0.851,0.13,510,669.05,0.23,0.136,0.153,0.271,15.9,5.4,0,,537,Medium,True,False,6690.48,16.8,148,0.09,-0.1
GRB_008101,Indonesia,Surabaya,Motorcycle,5.4,2025-03-20,0.827,4.04,0.445,0.129,965,521.05,0.311,0.474,0.321,0.286,13.8,11.3,1,476.0,483,High,False,False,2605.25,20.8,69,-0.02,0.27
GRB_008102,Indonesia,Bandung,Motorcycle,8.0,2024-12-30,0.925,4.57,0.931,0.094,1767,673.75,0.325,0.204,0.042,0.532,24.3,6.3,2,603.0,557,Medium,True,True,6737.49,16.9,151,0.13,0.1
GRB_008103,Indonesia,Bandung,Motorcycle,14.6,2024-06-16,0.838,4.19,0.561,0.046,2628,660.82,0.344,0.646,0.364,0.355,18.5,15.0,5,561.0,544,Medium,True,False,6608.22,13.3,59,0.02,0.13
GRB_008104,Indonesia,Jakarta,Car,14.5,2024-06-17,0.965,4.97,1.0,0.125,3782,1553.69,0.304,0.837,0.264,0.604,20.4,13.2,5,499.0,625,Medium,True,True,15536.85,12.6,181,-0.07,-0.28
GRB_008105,Indonesia,Bandung,Motorcycle,13.0,2024-08-03,0.946,4.84,0.98,0.087,3376,1474.94,0.146,0.409,0.829,0.589,20.5,10.3,2,,637,Medium,True,False,14749.35,12.4,192,0.05,-0.26
GRB_008106,Indonesia,Medan,Motorcycle,3.9,2025-05-04,0.868,4.48,0.837,0.096,849,719.69,0.17,0.789,0.059,0.352,22.3,18.6,4,,563,Medium,True,True,7196.89,12.3,122,0.24,-0.29
GRB_008110,Indonesia,Bandung,Car,5.8,2025-03-08,0.889,4.51,0.649,0.086,1266,1311.99,0.265,0.645,0.525,0.363,19.7,9.9,1,,543,Medium,True,True,13119.94,15.1,135,0.02,-0.01
GRB_008115,Indonesia,Medan,Car,17.2,2024-03-30,0.956,4.75,0.938,0.061,4467,2009.19,0.247,0.705,0.26,0.621,28.3,10.2,3,678.0,692,Low,True,True,30137.79,11.1,199,0.07,-0.13
GRB_008118,Indonesia,Jakarta,Car,7.1,2025-01-27,0.952,4.94,1.0,0.029,1845,1591.07,0.144,0.234,0.236,0.61,21.3,26.9,3,,678,Low,True,True,23866.03,11.4,208,-0.1,0.11
GRB_008119,Indonesia,Medan,Motorcycle,7.4,2025-01-19,0.955,5.07,0.941,0.085,1913,1122.06,0.183,0.018,0.154,0.677,25.9,20.0,0,,638,Medium,True,False,11220.63,14.0,192,-0.01,0.03
GRB_008122,Indonesia,Jakarta,Motorcycle,26.5,2023-06-25,1.005,4.87,1.0,0.042,6890,889.24,0.157,0.361,0.947,0.746,25.7,1.6,5,,662,Low,True,True,13338.66,10.0,186,-0.18,0.37
GRB_008123,Indonesia,Surabaya,Motorcycle,6.3,2025-02-19,0.837,4.23,0.882,0.156,1139,576.14,0.326,0.191,0.779,0.377,16.5,29.5,3,,509,Medium,True,True,5761.4,16.3,52,0.07,0.08
GRB_008125,Indonesia,Surabaya,Car,5.6,2025-03-14,0.845,4.29,0.535,0.088,999,772.71,0.382,0.251,0.41,0.342,13.8,23.1,3,,496,High,False,False,3863.57,18.7,84,-0.24,0.09
GRB_008129,Indonesia,Bandung,Both,9.0,2024-11-29,0.851,4.12,0.684,0.101,1627,1001.58,0.408,0.394,0.624,0.458,15.8,5.7,4,559.0,552,Medium,True,True,10015.78,16.1,68,0.22,-0.07
GRB_008131,Indonesia,Surabaya,Car,6.6,2025-02-10,0.87,4.7,0.863,0.046,1458,1362.99,0.315,0.738,0.318,0.528,24.0,8.9,1,656.0,621,Medium,True,True,13629.87,15.9,134,-0.13,0.06
GRB_008134,Indonesia,Jakarta,Car,8.4,2024-12-19,0.933,4.88,0.925,0.101,2179,1762.13,0.186,0.372,0.72,0.525,21.9,4.8,2,687.0,646,Medium,True,False,17621.28,13.1,175,0.18,0.09
GRB_008137,Indonesia,Medan,Car,8.3,2024-12-23,0.83,4.1,0.75,0.108,1485,618.34,0.447,0.572,0.045,0.408,12.0,25.6,4,522.0,506,Medium,True,True,6183.4,16.3,61,-0.11,0.0
GRB_008140,Indonesia,Jakarta,Car,12.3,2024-08-23,0.818,3.92,0.784,0.064,2217,949.58,0.296,0.732,0.287,0.356,18.6,17.1,6,523.0,541,Medium,True,False,9495.84,17.8,61,-0.05,0.12
GRB_008141,Indonesia,Medan,Motorcycle,1.6,2025-07-10,0.866,4.23,0.542,0.058,289,430.3,0.479,0.17,0.756,0.098,24.9,0.7,0,600.0,474,High,True,False,2151.51,21.3,58,0.07,0.21
GRB_008144,Indonesia,Medan,Motorcycle,5.2,2025-03-24,0.837,4.36,0.459,0.064,940,434.22,0.363,0.313,0.216,0.178,15.1,19.7,2,,467,High,False,False,2171.1,20.7,57,0.02,0.06
